id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,vacinado,castrado,pelagem,cor,temperamento,alimentacao,visitas_vet_ult_ano,gosta_caixa,score_saude_0a100
G01575,T8912800218,2025-10-22,M,9,5.9,61,False,False,média,siamês,calmo,ração úmida,3,True,67
G01576,T1394233892,2025-09-27,F,12,4.7,40,True,False,longa,preto,arisco,ração seca,4,True,58
G01577,T2547643167,2025-04-06,F,13,5.0,50,True,True,curta,siamês,caçador,ração seca,7,False,53
G01578,T3902413968,2025-11-20,M,2,4.4,69,True,True,média,siamês,brincalhão,ração seca,1,True,87
G01579,T3398169857,2025-03-22,M,10,4.5,48,False,True,curta,siamês,calmo,ração seca,0,True,67
G01580,T9460171097,2025-12-05,M,1,6.2,73,True,True,curta,cinza,calmo,ração seca,0,True,91
G01581,T9928378049,2025-02-11,F,4,3.9,72,True,False,curta,tigrado,brincalhão,ração úmida,2,False,82
G01582,T7875310510,2025-08-29,F,6,4.6,65,True,True,curta,tricolor,arisco,ração seca,3,False,75
G01583,T2185793496,2025-01-07,M,0,3.5,62,True,True,longa,laranja,carinhoso,ração seca,0,True,91
G01584,T2375894099,2025-03-14,F,2,4.7,72,True,True,curta,branco,arisco,ração seca,0,True,89
G01585,T1763373450,2025-05-28,F,3,3.4,73,True,True,curta,tigrado,caçador,ração úmida,0,True,87
G01586,T2947201257,2025-02-01,M,1,5.8,90,True,True,média,cinza,brincalhão,mista,0,False,94
G01587,T1855861734,2025-06-16,F,15,6.1,21,True,True,curta,laranja,calmo,mista,4,True,49
G01588,T6870318458,2025-03-26,M,3,5.2,73,False,False,longa,siamês,brincalhão,mista,1,True,83
G01589,T9419877494,2025-02-06,M,6,5.1,54,False,True,curta,cinza,carinhoso,mista,3,True,72
G01590,T5229603462,2025-12-18,F,18,4.7,27,True,True,curta,tricolor,brincalhão,ração úmida,4,True,44
G01591,T8612172620,2025-12-25,M,7,5.1,43,True,True,curta,preto,arisco,mista,1,True,73
G01592,T8082319397,2025-12-18,F,5,4.6,61,True,True,curta,tricolor,calmo,ração seca,1,True,80
G01593,T8056728535,2025-02-26,F,15,4.9,37,True,True,média,tigrado,caçador,mista,4,True,52
G01594,T3628533972,2025-05-20,F,3,4.9,55,True,True,média,laranja,brincalhão,ração seca,1,True,83
G01595,T7612526177,2025-04-30,F,2,3.5,87,True,True,curta,cinza,carinhoso,ração seca,2,True,88
G01596,T5079519248,2025-04-29,F,7,5.6,37,True,True,média,branco,caçador,mista,5,True,66
G01597,T2231391502,2025-06-02,F,5,4.1,67,True,True,curta,laranja,arisco,ração seca,2,False,79
G01598,T3843361466,2025-07-06,F,11,4.2,15,False,True,média,siamês,calmo,ração úmida,1,False,59
G01599,T8142718454,2025-06-27,F,0,4.3,72,True,False,curta,tigrado,calmo,ração seca,3,True,88
G01600,T6906421353,2025-04-17,F,8,4.9,58,True,False,curta,preto,brincalhão,ração úmida,4,False,69
G01601,T2590955046,2025-12-24,M,10,4.1,56,True,True,curta,preto,caçador,ração seca,3,False,66
G01602,T2926830604,2025-12-24,M,16,5.1,29,True,True,média,siamês,caçador,ração seca,2,True,51
G01603,T8062871043,2025-05-01,M,2,3.2,67,True,True,longa,preto,caçador,ração seca,2,False,85
G01604,T7822789660,2025-03-22,M,3,4.3,73,True,True,média,branco,arisco,ração seca,2,False,84
G01605,T1788849273,2025-07-14,M,15,5.0,44,True,True,curta,cinza,carinhoso,ração seca,1,True,57
G01606,T7031829298,2025-05-15,M,8,5.4,69,True,True,curta,siamês,calmo,ração seca,1,True,75
G01607,T1930626709,2025-12-27,M,0,4.0,60,True,True,curta,cinza,arisco,ração úmida,0,True,91
G01608,T2247890466,2025-06-06,F,1,3.7,70,True,True,curta,preto,carinhoso,ração seca,1,True,89
G01609,T7654883216,2025-01-15,F,11,5.7,18,False,True,curta,siamês,arisco,ração seca,2,True,58
G01610,T9973311920,2025-02-15,M,7,6.5,39,False,True,longa,preto,caçador,ração seca,1,True,70
G01611,T7276312261,2025-01-28,F,7,3.8,47,True,True,curta,branco,caçador,ração seca,3,True,71
G01612,T6583219386,2025-05-20,F,13,5.6,49,True,True,curta,preto,calmo,ração seca,1,True,62
G01613,T3362144643,2025-04-26,F,3,4.5,61,True,True,curta,tigrado,caçador,ração úmida,2,True,82
G01614,T9050603479,2025-11-09,M,2,3.5,66,False,True,curta,cinza,calmo,mista,1,False,84
G01615,T1789381107,2025-11-22,M,8,4.6,56,True,True,curta,branco,calmo,ração seca,2,True,71
G01616,T6386294724,2025-02-21,M,13,3.3,31,True,True,média,tricolor,caçador,ração seca,2,False,58
G01617,T9038090091,2025-12-11,F,3,4.4,43,True,True,curta,tigrado,caçador,ração seca,0,True,82
G01618,T1336713005,2025-08-02,F,9,3.9,41,True,True,longa,laranja,arisco,ração seca,2,True,67
G01619,T6349902973,2025-04-22,F,2,4.2,68,True,True,curta,tigrado,arisco,mista,4,True,82
G01620,T6712464880,2025-05-29,F,2,5.9,75,True,False,curta,cinza,calmo,ração úmida,4,True,83
G01621,T1996228666,2025-06-11,F,14,6.0,33,False,True,curta,laranja,arisco,ração seca,1,True,55
G01622,T2070193132,2025-03-04,F,1,3.5,78,True,True,curta,branco,carinhoso,ração seca,0,True,92
G01623,T6271941926,2025-11-13,F,0,3.3,86,True,True,longa,cinza,carinhoso,ração seca,2,True,92
G01624,T7253183159,2025-01-05,F,11,5.7,58,True,True,média,preto,carinhoso,ração seca,4,False,63
G01625,T9285992724,2025-01-26,M,4,4.2,66,True,True,curta,siamês,caçador,mista,2,True,81
G01626,T9322315004,2025-04-10,F,5,5.0,47,False,False,curta,siamês,calmo,mista,2,True,74
G01627,T6118670763,2025-02-22,M,11,7.3,29,False,True,média,tigrado,calmo,mista,0,True,62
G01628,T6212976120,2025-01-23,M,2,5.2,56,True,True,curta,laranja,brincalhão,ração úmida,0,True,86
G01629,T6710862384,2025-05-20,F,9,5.5,37,True,True,curta,tigrado,brincalhão,ração seca,3,True,65
G01630,T3798653589,2025-05-18,M,4,5.6,65,True,True,curta,tricolor,caçador,mista,4,True,78
G01631,T4337182218,2025-02-15,M,1,4.3,95,True,True,longa,branco,arisco,ração seca,1,True,93
G01632,T8408145856,2025-10-23,F,9,4.8,52,False,True,curta,branco,brincalhão,ração úmida,2,False,67
G01633,T9114776682,2025-11-19,M,4,4.2,63,True,True,média,tigrado,caçador,ração úmida,2,True,80
G01634,T5999155391,2025-09-20,M,13,6.3,50,True,True,curta,siamês,carinhoso,ração seca,5,True,56
G01635,T7115743082,2025-07-10,M,14,4.7,26,False,False,longa,tigrado,calmo,ração seca,3,True,51
G01636,T4468325327,2025-12-12,F,12,5.3,54,True,True,curta,branco,carinhoso,ração úmida,1,False,65
G01637,T6076856233,2025-05-08,M,4,5.7,75,True,True,média,laranja,carinhoso,ração úmida,1,True,84
G01638,T5818913108,2025-06-05,M,3,4.5,67,True,True,média,branco,calmo,ração seca,1,True,85
G01639,T4025169716,2025-01-06,F,13,4.3,64,True,True,média,preto,carinhoso,ração seca,2,True,63
G01640,T9322315004,2025-09-16,M,6,4.9,72,True,True,curta,tigrado,carinhoso,ração seca,1,True,79
G01641,T1996228666,2025-02-03,F,10,4.1,48,True,True,curta,laranja,arisco,ração seca,3,True,65
G01642,T8685859385,2025-08-31,M,12,5.5,40,True,True,curta,preto,carinhoso,ração seca,3,True,60
G01643,T1125426589,2025-10-13,F,3,3.6,61,False,True,média,laranja,brincalhão,ração seca,2,True,80
G01644,T1757038011,2025-03-21,F,1,3.5,71,True,False,curta,tricolor,caçador,mista,1,True,89
G01645,T9244106606,2025-08-12,M,8,5.5,51,False,True,média,siamês,carinhoso,ração seca,2,True,69
G01646,T1855442778,2025-04-21,M,8,5.6,49,False,True,média,siamês,arisco,ração seca,1,True,70
G01647,T3825040328,2025-05-26,M,3,4.6,64,True,True,média,laranja,calmo,mista,1,True,84
G01648,T4600553015,2025-07-13,M,8,4.0,38,False,True,curta,tigrado,carinhoso,ração seca,1,False,68
G01649,T6689822501,2025-04-02,M,11,6.2,37,True,True,curta,branco,arisco,mista,4,True,60
G01650,T3030335813,2025-10-18,F,4,4.0,45,False,True,curta,tricolor,arisco,ração seca,0,True,79
G01651,T6851125140,2025-05-25,M,3,6.3,72,True,True,curta,laranja,carinhoso,mista,2,True,84
G01652,T1763304321,2025-06-18,M,10,5.2,48,False,True,curta,cinza,carinhoso,ração seca,2,True,64
G01653,T7050379881,2025-10-25,M,11,5.5,43,False,True,curta,tricolor,calmo,ração seca,4,True,58
G01654,T1009607185,2025-03-25,F,15,4.5,44,True,True,curta,laranja,carinhoso,ração úmida,1,True,57
G01655,T3244488182,2025-06-15,M,2,4.9,59,True,True,curta,cinza,calmo,ração úmida,1,True,85
G01656,T6364382979,2025-12-29,F,13,7.3,30,True,False,longa,branco,carinhoso,ração seca,2,True,58
G01657,T5208762309,2025-05-26,F,11,4.5,26,True,True,média,tigrado,caçador,ração seca,3,True,59
G01658,T9425147170,2025-02-12,M,9,6.1,62,True,True,curta,cinza,calmo,mista,1,True,72
G01659,T4832938777,2025-04-14,M,4,4.9,71,True,True,curta,branco,calmo,mista,2,False,82
G01660,T3042184141,2025-12-15,M,0,5.4,91,True,True,média,laranja,caçador,mista,0,False,96
G01661,T5682476032,2025-10-05,F,6,3.1,77,True,False,curta,preto,brincalhão,ração úmida,0,True,82
G01662,T6091947103,2025-10-23,M,3,6.2,62,True,True,longa,cinza,caçador,mista,1,False,84
G01663,T8868829287,2025-04-03,M,3,5.0,58,True,False,curta,cinza,calmo,ração seca,5,True,77
G01664,T6867379230,2025-11-03,F,15,4.7,11,True,True,curta,tigrado,brincalhão,ração úmida,5,True,46
G01665,T3192370708,2025-05-24,F,2,4.8,56,True,True,média,siamês,carinhoso,mista,1,True,85
G01666,T2605975856,2025-10-18,M,15,5.5,29,False,True,curta,laranja,carinhoso,ração seca,4,True,48
G01667,T6284115464,2025-11-18,F,6,3.6,33,True,True,curta,tricolor,brincalhão,ração seca,2,True,72
G01668,T1223735422,2025-03-17,M,12,3.7,28,True,True,curta,laranja,brincalhão,mista,1,True,61
G01669,T4354321071,2025-12-09,M,3,6.1,66,True,True,longa,cinza,carinhoso,ração seca,1,True,84
G01670,T4671652873,2025-08-19,M,8,5.0,63,True,True,curta,preto,brincalhão,ração seca,0,True,75
G01671,T7297983501,2025-09-24,F,7,4.1,47,False,True,curta,laranja,caçador,ração seca,5,True,66
G01672,T3593400527,2025-10-04,M,14,5.1,37,True,True,curta,siamês,calmo,mista,1,False,58
G01673,T4354321071,2025-03-03,F,2,5.2,92,True,True,longa,tigrado,caçador,mista,2,False,89
G01674,T3436828761,2025-09-30,F,2,3.8,48,True,True,curta,branco,brincalhão,ração úmida,2,True,82
G01675,T7630351196,2025-03-19,F,15,5.3,46,True,True,curta,tigrado,arisco,mista,5,True,51
G01676,T2124313113,2025-04-10,M,1,4.4,77,True,True,curta,tricolor,calmo,ração seca,2,True,89
G01677,T7567171378,2025-02-12,M,8,4.3,68,False,True,média,branco,arisco,mista,3,True,70
G01678,T8929324467,2025-03-08,F,0,4.6,87,True,True,curta,tricolor,brincalhão,ração seca,0,True,95
G01679,T5543123346,2025-12-24,M,1,5.4,64,True,True,curta,preto,calmo,mista,3,True,85
G01680,T4586972560,2025-04-30,F,8,4.1,53,True,True,curta,laranja,caçador,ração seca,2,True,71
G01681,T8923422701,2025-05-22,M,7,5.1,38,True,True,média,siamês,calmo,mista,2,True,71
G01682,T8957311402,2025-06-25,F,7,4.6,49,True,True,curta,preto,caçador,ração úmida,2,True,72
G01683,T3968750910,2025-09-18,F,6,4.7,59,True,True,curta,cinza,arisco,ração seca,4,True,73
G01684,T9785155516,2025-07-29,F,10,6.1,51,True,True,curta,laranja,arisco,mista,4,True,64
G01685,T4930456503,2025-07-15,F,18,4.6,34,True,True,média,tigrado,calmo,mista,3,True,47
G01686,T8088308526,2025-11-02,M,3,4.6,86,True,False,curta,branco,caçador,mista,1,True,87
G01687,T7253183159,2025-07-01,M,4,4.8,59,False,True,curta,preto,caçador,mista,1,False,79
G01688,T2382520556,2025-10-08,M,4,4.2,78,False,True,curta,tricolor,caçador,mista,1,False,82
G01689,T8082319397,2025-11-29,F,11,3.6,47,True,True,curta,tricolor,arisco,ração úmida,1,True,66
G01690,T5969664357,2025-09-04,M,4,5.0,48,True,False,longa,laranja,brincalhão,ração seca,1,True,80
G01691,T5725794726,2025-01-13,M,9,5.6,48,True,True,média,siamês,caçador,ração seca,2,True,68
G01692,T1515087461,2025-04-07,M,5,5.0,62,True,True,curta,cinza,carinhoso,mista,1,True,80
G01693,T2442808224,2025-08-14,M,8,5.1,43,True,True,longa,tricolor,arisco,mista,1,True,71
G01694,T7142459535,2025-06-24,F,12,4.2,29,True,True,curta,tigrado,caçador,ração seca,2,False,59
G01695,T6053404549,2025-04-14,F,6,4.6,45,True,True,curta,branco,brincalhão,ração seca,0,True,77
G01696,T2114827973,2025-05-03,M,6,5.1,52,True,False,curta,siamês,calmo,ração seca,2,False,75
G01697,T9072971188,2025-01-29,M,3,5.1,56,True,True,curta,preto,brincalhão,mista,1,True,83
G01698,T1977181670,2025-03-27,F,7,4.7,70,True,True,média,laranja,carinhoso,ração seca,1,False,77
G01699,T5038565564,2025-10-13,F,3,4.5,37,False,True,longa,siamês,carinhoso,ração seca,3,True,75
G01700,T8015297866,2025-01-04,F,12,5.8,43,True,True,curta,siamês,carinhoso,ração úmida,2,True,61
G01701,T2344367407,2025-11-02,F,5,4.8,67,True,True,curta,laranja,calmo,ração seca,1,True,81
G01702,T7840134745,2025-05-04,F,1,4.4,61,True,False,curta,preto,carinhoso,mista,2,True,86
G01703,T8208674682,2025-10-22,F,3,3.0,64,True,False,longa,tigrado,caçador,ração úmida,1,True,84
G01704,T1336713005,2025-04-04,F,7,5.2,51,True,True,curta,laranja,brincalhão,ração seca,2,False,73
G01705,T7862789323,2025-10-30,F,14,4.6,35,False,True,média,laranja,carinhoso,mista,2,True,54
G01706,T7535621155,2025-07-28,F,3,4.3,75,True,True,curta,branco,caçador,mista,0,False,87
G01707,T7550589690,2025-11-07,F,3,3.3,73,False,False,média,laranja,carinhoso,ração seca,2,True,82
G01708,T7640178004,2025-01-23,M,5,6.4,54,True,True,curta,tricolor,calmo,ração úmida,4,True,74
G01709,T3130703839,2025-10-19,M,16,3.7,12,False,True,curta,tricolor,carinhoso,ração úmida,3,True,45
G01710,T1437123608,2025-04-09,F,12,5.9,43,True,True,curta,cinza,brincalhão,mista,7,True,54
G01711,T7721106502,2025-05-11,F,2,4.4,62,True,True,média,siamês,caçador,ração seca,3,True,83
G01712,T2179978237,2025-01-17,M,8,3.8,46,True,True,curta,laranja,calmo,ração seca,2,True,70
G01713,T8444560820,2025-12-15,M,11,6.8,47,True,True,média,tricolor,calmo,ração seca,3,True,63
G01714,T9594085526,2025-08-23,M,11,5.7,39,False,True,média,tricolor,carinhoso,ração seca,3,True,59
G01715,T7601454141,2025-12-25,M,6,3.4,62,True,True,curta,branco,brincalhão,ração seca,1,True,78
G01716,T3883574832,2025-07-27,F,10,4.4,77,True,True,longa,siamês,arisco,ração seca,2,True,71
G01717,T5977934221,2025-02-27,F,8,4.9,61,True,True,curta,preto,caçador,ração úmida,0,True,75
G01718,T3146975385,2025-05-04,F,2,5.3,86,True,True,longa,branco,brincalhão,ração seca,1,True,89
G01719,T6312882257,2025-06-10,M,0,4.3,81,True,True,curta,tigrado,brincalhão,ração seca,4,True,88
G01720,T2295077522,2025-02-23,M,4,3.0,65,False,True,curta,branco,brincalhão,ração úmida,2,False,79
G01721,T1744569999,2025-12-06,M,0,5.6,81,True,True,curta,preto,carinhoso,mista,1,True,93
G01722,T7095586594,2025-12-16,M,5,5.3,67,True,False,média,tigrado,calmo,ração seca,3,True,78
G01723,T7478042815,2025-07-25,F,12,3.3,52,True,True,curta,laranja,arisco,ração seca,0,True,66
G01724,T8266884453,2025-08-02,M,12,5.7,42,False,True,longa,siamês,brincalhão,ração úmida,3,False,58
G01725,T4604061207,2025-09-14,F,0,4.3,59,False,False,curta,preto,calmo,ração seca,0,True,89
G01726,T6965777914,2025-09-05,F,1,3.8,55,True,False,curta,cinza,carinhoso,ração seca,1,True,87
G01727,T3193007086,2025-01-23,M,9,4.7,55,True,True,curta,branco,carinhoso,ração seca,2,True,69
G01728,T2694897773,2025-07-13,M,6,4.6,45,True,True,média,cinza,caçador,mista,3,True,72
G01729,T1361361695,2025-10-11,M,2,4.5,78,True,True,média,laranja,carinhoso,ração seca,2,False,87
G01730,T1574355304,2025-10-22,M,11,5.6,60,False,True,média,branco,caçador,mista,4,True,61
G01731,T7266883375,2025-08-06,F,2,4.7,67,True,False,curta,tricolor,arisco,ração seca,3,True,84
G01732,T7971614931,2025-11-24,F,1,2.6,87,True,True,curta,siamês,calmo,mista,1,True,92
G01733,T3976621678,2025-08-02,F,10,4.9,50,False,True,média,tricolor,caçador,ração seca,2,True,64
G01734,T7614038460,2025-05-20,F,8,4.9,53,False,True,média,tricolor,brincalhão,ração seca,2,True,69
G01735,T5818913108,2025-06-11,F,5,4.5,62,True,True,curta,tricolor,brincalhão,mista,0,True,81
G01736,T2257772352,2025-09-09,F,9,4.3,40,False,True,média,tigrado,calmo,ração seca,2,True,65
G01737,T7763417295,2025-11-20,M,14,6.4,24,False,True,curta,preto,arisco,mista,1,False,54
G01738,T1205234839,2025-03-25,M,0,5.5,55,True,True,curta,preto,brincalhão,ração seca,2,True,87
G01739,T4053899311,2025-04-18,M,8,4.9,44,True,False,curta,laranja,arisco,ração seca,4,True,67
G01740,T8010967191,2025-08-26,M,2,4.7,95,False,True,curta,tigrado,brincalhão,ração seca,1,True,89
G01741,T9195744044,2025-10-06,F,6,5.0,40,True,True,curta,laranja,calmo,ração seca,5,False,68
G01742,T8207957584,2025-05-26,M,5,5.8,47,False,True,curta,laranja,carinhoso,ração úmida,0,True,77
G01743,T6056370370,2025-08-23,F,5,3.8,51,True,True,média,branco,carinhoso,mista,2,False,77
G01744,T8494103764,2025-01-03,M,2,4.0,60,True,False,curta,cinza,carinhoso,mista,3,False,82
G01745,T8660179897,2025-04-17,F,11,5.0,47,True,False,curta,siamês,caçador,mista,3,True,63
G01746,T1855442778,2025-12-15,M,5,4.2,54,True,True,curta,branco,arisco,ração seca,2,True,77
G01747,T9629922213,2025-07-30,M,13,4.1,36,False,True,média,branco,arisco,mista,3,True,55
G01748,T8171353794,2025-11-13,F,4,3.7,54,True,True,curta,siamês,arisco,ração seca,3,True,78
G01749,T4180039255,2025-03-21,M,12,5.7,36,True,True,curta,tigrado,carinhoso,ração seca,4,True,57
G01750,T2206851488,2025-04-17,F,7,5.6,55,False,True,curta,laranja,carinhoso,ração seca,2,True,71
G01751,T2382516091,2025-12-22,F,5,3.9,59,True,True,curta,siamês,caçador,ração seca,3,True,76
G01752,T2958656740,2025-12-31,M,9,5.1,74,True,True,curta,laranja,arisco,ração seca,0,False,75
G01753,T9012375656,2025-11-17,M,11,5.5,44,True,True,longa,tricolor,brincalhão,ração seca,1,True,65
G01754,T1464921253,2025-04-26,M,6,4.6,56,True,True,curta,branco,caçador,ração seca,0,True,78
G01755,T8644679586,2025-10-20,M,5,4.4,31,True,True,curta,siamês,brincalhão,ração seca,2,True,74
G01756,T9991942574,2025-06-17,F,7,4.7,58,False,True,curta,tricolor,calmo,mista,4,True,69
G01757,T1957775786,2025-11-05,F,8,3.7,29,True,True,média,siamês,caçador,ração seca,0,True,70
G01758,T3753609617,2025-11-07,M,5,4.4,68,True,True,curta,siamês,carinhoso,mista,1,True,81
G01759,T3054275879,2025-06-08,F,10,4.6,49,True,True,média,preto,brincalhão,ração seca,4,True,63
G01760,T9707587591,2025-04-22,F,5,4.6,71,True,True,longa,siamês,brincalhão,ração úmida,3,True,78
G01761,T3130703839,2025-12-22,M,6,4.0,51,True,True,curta,branco,arisco,mista,2,True,75
G01762,T5085071938,2025-06-14,M,8,5.1,53,False,False,longa,siamês,arisco,ração seca,3,True,67
G01763,T6920769565,2025-06-07,F,17,3.9,36,True,True,curta,laranja,calmo,ração seca,3,True,49
G01764,T3207330757,2025-08-31,F,3,3.7,55,True,True,curta,cinza,brincalhão,ração seca,1,True,83
G01765,T8570833355,2025-12-08,M,3,5.4,74,True,False,curta,cinza,caçador,ração úmida,1,False,86
G01766,T2585244692,2025-02-17,F,2,4.1,76,True,True,curta,branco,carinhoso,mista,1,True,88
G01767,T7706693154,2025-12-26,M,9,6.4,48,True,True,média,preto,brincalhão,mista,1,False,70
G01768,T1313545152,2025-06-04,F,5,4.3,80,True,True,curta,tricolor,carinhoso,ração seca,0,True,84
G01769,T5130241979,2025-01-10,F,5,5.0,67,False,True,curta,cinza,arisco,ração seca,2,True,77
G01770,T9322315004,2025-04-23,M,2,5.3,49,True,True,longa,branco,caçador,ração seca,3,True,81
G01771,T9940316485,2025-06-18,F,13,4.8,50,True,True,média,tricolor,caçador,mista,1,True,62
G01772,T4077342446,2025-09-05,M,5,4.0,53,True,False,curta,preto,calmo,mista,1,True,78
G01773,T8408121489,2025-07-26,F,8,4.5,62,True,False,curta,preto,caçador,ração seca,1,True,74
G01774,T7174867285,2025-02-19,F,1,3.7,76,True,False,curta,cinza,caçador,mista,2,True,88
G01775,T8494103764,2025-06-28,M,1,4.3,40,True,False,curta,tigrado,carinhoso,ração seca,3,True,82
G01776,T2472191899,2025-03-26,M,1,4.8,79,True,False,curta,siamês,carinhoso,mista,4,True,86
G01777,T1810430746,2025-04-09,M,4,3.9,61,True,True,curta,siamês,carinhoso,ração seca,2,True,80
G01778,T8991899457,2025-09-17,F,6,3.8,53,True,True,curta,siamês,carinhoso,ração seca,5,True,70
G01779,T1646399264,2025-10-21,F,3,3.5,62,False,True,longa,tricolor,calmo,ração seca,2,True,80
G01780,T7072628926,2025-02-27,M,4,4.7,73,True,True,curta,cinza,arisco,ração seca,3,True,80
G01781,T9836253527,2025-08-08,F,0,3.5,64,True,True,média,tigrado,caçador,ração seca,1,True,90
G01782,T8963641535,2025-06-04,F,4,3.8,77,True,False,curta,laranja,arisco,mista,2,True,83
G01783,T2797980864,2025-05-03,M,1,4.8,54,True,False,longa,siamês,arisco,ração seca,0,False,88
G01784,T8551627577,2025-09-18,M,1,4.4,76,True,True,curta,cinza,calmo,mista,1,False,90
G01785,T2262241800,2025-04-01,F,0,4.0,84,True,False,média,cinza,arisco,ração seca,3,True,90
G01786,T5415471239,2025-10-07,M,9,4.4,59,True,True,curta,tigrado,calmo,ração seca,4,True,67
G01787,T3192370708,2025-05-27,F,15,4.3,35,True,True,média,branco,brincalhão,ração seca,3,True,53
G01788,T3872408451,2025-02-04,F,8,6.0,50,True,True,curta,cinza,brincalhão,mista,0,False,74
G01789,T8991899457,2025-10-17,M,1,4.2,66,True,False,curta,laranja,arisco,ração úmida,2,False,87
G01790,T9879683904,2025-11-07,M,18,4.0,10,False,True,curta,laranja,caçador,ração úmida,2,False,42
G01791,T1810430746,2025-07-25,M,16,5.7,22,True,True,média,tigrado,caçador,ração seca,3,True,49
G01792,T6870318458,2025-09-22,F,6,3.9,47,True,True,curta,siamês,brincalhão,ração seca,1,True,76
G01793,T7749851841,2025-02-23,M,1,4.8,59,False,True,longa,laranja,caçador,mista,1,False,85
G01794,T7475166603,2025-05-04,F,10,4.6,69,False,True,curta,siamês,caçador,ração seca,0,False,70
G01795,T4926849937,2025-05-08,F,16,5.2,10,False,False,longa,tigrado,carinhoso,ração seca,3,True,45
G01796,T4246828178,2025-10-06,F,11,4.7,58,True,True,curta,cinza,caçador,ração seca,4,True,63
G01797,T3628533972,2025-05-09,M,8,5.0,38,True,True,curta,tigrado,arisco,mista,1,False,70
G01798,T2185793496,2025-09-23,M,8,6.0,40,True,True,curta,laranja,carinhoso,ração úmida,0,True,72
G01799,T8242879217,2025-04-22,F,16,3.3,18,False,True,curta,cinza,carinhoso,ração seca,4,False,45
G01800,T7826675768,2025-08-08,M,1,3.7,59,False,True,curta,cinza,carinhoso,ração seca,1,True,85
G01801,T8156033550,2025-03-18,M,2,4.2,80,True,False,curta,laranja,arisco,mista,0,False,90
G01802,T1454677267,2025-07-23,F,12,3.7,48,True,True,longa,tigrado,arisco,mista,5,True,58
G01803,T8468107688,2025-01-30,F,2,3.8,67,True,True,média,preto,calmo,ração úmida,2,True,85
G01804,T7302385918,2025-09-26,F,5,3.9,93,False,False,curta,siamês,brincalhão,ração seca,1,True,82
G01805,T6102440157,2025-01-11,M,3,5.5,66,True,True,curta,branco,carinhoso,ração seca,2,False,83
G01806,T2185793496,2025-12-31,F,3,4.1,67,True,True,média,preto,brincalhão,ração úmida,1,True,85
G01807,T2487801910,2025-11-03,M,0,4.5,67,True,True,curta,cinza,calmo,mista,1,True,91
G01808,T3528067473,2025-07-31,M,7,4.8,46,True,False,curta,cinza,carinhoso,ração seca,2,True,72
G01809,T2370940391,2025-11-28,M,5,4.2,55,False,True,curta,cinza,brincalhão,ração úmida,4,True,72
G01810,T5318770604,2025-10-23,F,7,5.1,66,True,True,longa,siamês,caçador,ração seca,2,True,75
G01811,T1266465602,2025-02-22,M,3,5.7,73,False,True,média,tricolor,arisco,mista,2,True,82
G01812,T6492046999,2025-09-29,F,15,4.0,48,True,True,média,branco,caçador,ração seca,1,True,58
G01813,T2816038996,2025-05-18,F,8,5.7,44,True,True,média,tigrado,carinhoso,ração úmida,2,False,70
G01814,T1759998890,2025-11-09,F,16,4.4,37,True,True,longa,tigrado,brincalhão,ração úmida,3,True,51
G01815,T1903560810,2025-11-12,M,4,4.4,67,True,False,curta,tricolor,arisco,ração seca,3,True,80
G01816,T8043616941,2025-12-15,F,0,4.3,80,True,True,média,preto,calmo,mista,4,True,88
G01817,T6816616869,2025-06-14,F,11,5.2,34,False,False,curta,tricolor,calmo,mista,1,False,62
G01818,T7684233100,2025-03-12,M,12,5.4,29,False,True,média,branco,arisco,ração seca,0,True,60
G01819,T3884420455,2025-02-15,M,0,4.4,81,True,True,média,siamês,brincalhão,ração úmida,2,True,91
G01820,T6983657709,2025-03-02,F,8,5.4,63,True,True,curta,siamês,brincalhão,mista,2,True,72
G01821,T8526206591,2025-12-29,F,9,4.2,42,True,True,longa,tigrado,arisco,mista,4,True,64
G01822,T1757038011,2025-08-03,F,2,4.1,77,True,True,curta,tricolor,calmo,ração seca,1,True,88
G01823,T8652468689,2025-05-09,M,7,6.3,70,True,True,longa,siamês,caçador,mista,2,True,76
G01824,T2821641338,2025-06-13,M,3,3.9,62,True,True,curta,siamês,arisco,mista,0,True,85
G01825,T4468325327,2025-03-05,M,0,4.3,58,True,True,média,siamês,caçador,ração seca,1,True,89
G01826,T7318019629,2025-07-28,F,13,5.6,23,False,True,curta,branco,caçador,mista,1,True,56
G01827,T6629303412,2025-06-05,F,6,4.8,50,True,True,curta,tigrado,carinhoso,ração seca,1,True,76
G01828,T7348657289,2025-10-19,F,11,5.4,39,False,True,curta,cinza,calmo,ração úmida,1,True,62
G01829,T7015626656,2025-01-08,F,10,3.8,47,True,True,curta,laranja,brincalhão,ração seca,2,True,66
G01830,T2509295677,2025-12-07,M,18,5.7,24,False,True,curta,cinza,brincalhão,ração seca,1,True,46
G01831,T4772028873,2025-01-23,F,5,4.2,58,True,True,média,preto,calmo,ração seca,0,False,81
G01832,T7531440654,2025-06-02,M,5,6.5,69,False,True,média,branco,calmo,ração seca,1,True,79
G01833,T5900935618,2025-05-05,M,3,5.4,57,True,False,curta,tricolor,calmo,ração úmida,1,False,83
G01834,T8116641765,2025-09-20,M,8,5.1,68,True,True,média,siamês,brincalhão,ração seca,1,True,75
G01835,T3893911140,2025-08-29,M,6,5.2,69,True,True,média,preto,arisco,ração seca,1,False,79
