id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,castrado,visitas_vet_ult_ano,pelagem,cor,temperamento,alimentacao,gosta_caixa,vacinado,score_saude_0a100
G02744,T7424322157,2025-09-27,F,11,3.6,41,False,2,curta,tricolor,arisco,mista,True,True,63
G02745,T3466202922,2025-10-27,F,5,3.5,62,True,2,média,preto,calmo,ração seca,True,True,78
G02746,T2097623428,2025-12-15,M,11,5.3,29,True,3,longa,preto,calmo,ração úmida,False,True,60
G02747,T1566263459,2025-03-31,F,3,4.0,92,False,0,média,cinza,brincalhão,ração seca,True,False,88
G02748,T1745756444,2025-02-23,M,2,4.3,40,True,2,curta,branco,arisco,mista,True,True,81
G02749,T1193709936,2025-11-19,M,7,5.2,73,True,3,curta,laranja,brincalhão,mista,False,True,74
G02750,T9836742696,2025-09-18,M,0,4.2,80,True,2,curta,tricolor,calmo,ração seca,True,True,91
G02751,T7823475762,2025-02-18,F,3,4.0,44,False,0,longa,branco,calmo,ração seca,True,False,81
G02752,T5840864007,2025-01-05,M,10,5.5,71,True,5,curta,laranja,brincalhão,ração úmida,True,True,65
G02753,T3359260664,2025-05-21,F,12,4.4,48,True,3,longa,tricolor,caçador,mista,True,True,61
G02754,T7573978684,2025-01-03,M,1,4.6,44,False,0,média,branco,caçador,mista,True,False,85
G02755,T9965253060,2025-09-25,F,13,4.4,34,True,1,média,tricolor,carinhoso,ração seca,True,False,58
G02756,T4254503053,2025-09-18,F,11,3.9,51,True,3,média,cinza,brincalhão,ração seca,True,True,63
G02757,T4432050238,2025-06-15,M,13,6.0,59,True,1,curta,laranja,carinhoso,mista,True,False,61
G02758,T8658449674,2025-07-22,M,10,6.5,42,True,2,curta,laranja,caçador,ração seca,False,True,65
G02759,T4473822267,2025-09-10,M,9,6.0,18,True,3,longa,preto,calmo,mista,False,True,62
G02760,T8912498695,2025-10-19,M,7,5.3,73,True,1,média,tricolor,brincalhão,ração úmida,True,False,75
G02761,T2532352878,2025-11-03,F,9,4.2,56,True,0,curta,tricolor,brincalhão,ração úmida,True,True,72
G02762,T9222955256,2025-05-18,F,14,4.6,9,True,4,média,laranja,brincalhão,ração seca,True,True,49
G02763,T2224984512,2025-05-30,M,1,5.4,76,True,1,curta,tigrado,arisco,ração seca,True,False,88
G02764,T7618206760,2025-02-25,F,4,2.7,69,True,2,curta,tigrado,carinhoso,mista,True,True,81
G02765,T3858791511,2025-04-22,M,1,4.4,68,True,1,curta,laranja,calmo,ração úmida,True,False,87
G02766,T8288935645,2025-08-23,M,15,6.0,23,True,2,longa,tricolor,brincalhão,ração úmida,True,True,52
G02767,T2520556816,2025-10-10,M,6,4.2,51,True,0,curta,tigrado,caçador,mista,True,True,78
G02768,T6711071145,2025-07-10,M,9,5.5,46,True,1,curta,tigrado,brincalhão,ração seca,True,False,67
G02769,T5560676069,2025-03-24,F,12,5.1,46,False,3,curta,siamês,arisco,ração seca,False,True,60
G02770,T3587504899,2025-04-19,M,18,4.4,34,True,3,média,siamês,carinhoso,ração seca,True,True,47
G02771,T5377241831,2025-06-26,F,2,4.2,44,False,0,curta,tigrado,caçador,ração seca,False,False,83
G02772,T9637997562,2025-06-19,M,11,4.9,47,True,3,curta,preto,brincalhão,ração seca,True,True,63
G02773,T7823652210,2025-12-07,F,13,5.1,44,True,2,curta,siamês,caçador,ração seca,True,True,60
G02774,T1523711372,2025-07-20,M,0,5.1,77,False,0,média,preto,caçador,ração úmida,True,False,92
G02775,T9797661430,2025-10-19,M,11,5.6,39,True,1,curta,branco,calmo,ração úmida,True,False,62
G02776,T7483111073,2025-03-17,M,4,4.9,81,False,1,curta,branco,carinhoso,mista,True,False,83
G02777,T3274107806,2025-03-31,M,9,5.4,66,True,3,longa,branco,arisco,ração seca,True,True,69
G02778,T9640576561,2025-09-25,M,7,4.3,51,False,1,média,tricolor,brincalhão,mista,True,False,72
G02779,T5458402190,2025-05-29,M,3,4.8,66,False,1,curta,tricolor,arisco,ração seca,True,False,82
G02780,T5889261740,2025-08-10,F,2,3.6,79,False,0,curta,laranja,arisco,ração seca,True,False,88
G02781,T3231292406,2025-05-22,M,1,5.4,88,True,2,média,siamês,carinhoso,mista,True,True,90
G02782,T9966340435,2025-01-25,F,1,4.5,62,True,2,longa,laranja,carinhoso,mista,True,False,84
G02783,T3738003841,2025-05-13,F,9,5.1,37,True,4,curta,preto,caçador,ração seca,True,True,64
G02784,T6778471378,2025-07-02,F,4,5.5,67,True,1,média,cinza,carinhoso,ração úmida,False,True,83
G02785,T6250000936,2025-08-01,F,3,4.0,53,False,0,média,tigrado,carinhoso,ração seca,True,False,82
G02786,T7426675556,2025-04-09,M,10,4.9,24,True,1,curta,siamês,calmo,ração seca,True,False,62
G02787,T1663711560,2025-06-15,F,9,4.4,40,True,3,curta,tricolor,carinhoso,ração úmida,False,True,66
G02788,T5469013413,2025-11-21,F,7,3.4,60,False,0,curta,tigrado,brincalhão,ração seca,True,False,75
G02789,T3070449662,2025-07-03,F,15,3.8,52,True,1,curta,preto,caçador,mista,False,False,56
G02790,T2101096646,2025-06-14,M,5,5.4,52,False,2,curta,preto,caçador,mista,True,False,75
G02791,T5729879320,2025-04-25,F,12,3.9,40,True,2,curta,tricolor,brincalhão,ração seca,True,False,59
G02792,T5077502458,2025-02-22,M,1,3.9,74,True,1,curta,cinza,brincalhão,ração úmida,True,False,88
G02793,T5088796194,2025-12-18,F,10,4.6,39,True,3,curta,laranja,calmo,ração seca,True,True,63
G02794,T4420768395,2025-09-01,M,17,5.2,19,True,4,média,cinza,calmo,ração seca,True,True,45
G02795,T3811537935,2025-02-26,M,13,6.1,43,True,1,curta,cinza,brincalhão,ração seca,True,False,59
G02796,T1258059620,2025-04-07,F,8,4.6,38,False,1,média,laranja,brincalhão,ração seca,True,False,68
G02797,T6338776600,2025-11-19,F,9,4.1,41,True,4,curta,tigrado,carinhoso,ração seca,True,True,64
G02798,T9194047893,2025-12-17,M,4,5.6,61,True,2,curta,cinza,carinhoso,ração seca,False,True,80
G02799,T5417175504,2025-07-17,F,9,5.1,54,True,2,curta,tigrado,arisco,ração seca,True,True,69
G02800,T3643406849,2025-01-13,F,11,3.8,26,True,2,curta,cinza,calmo,ração seca,True,False,59
G02801,T3773127384,2025-10-28,F,18,5.0,23,True,2,média,cinza,caçador,mista,True,True,46
G02802,T3348279977,2025-02-17,F,7,4.0,40,False,0,curta,tigrado,brincalhão,mista,True,False,72
G02803,T4946976070,2025-08-19,M,1,4.2,64,False,0,curta,branco,calmo,ração seca,True,False,88
G02804,T1484201663,2025-12-29,M,8,6.5,62,False,1,curta,tricolor,calmo,ração seca,True,False,72
G02805,T3128321117,2025-01-11,F,1,4.2,71,False,2,curta,tigrado,carinhoso,ração seca,False,False,86
G02806,T9486075564,2025-12-13,M,3,4.7,87,False,0,média,cinza,calmo,mista,True,False,87
G02807,T5096084107,2025-01-23,F,4,4.3,63,False,1,curta,cinza,caçador,ração seca,True,False,80
G02808,T1419190254,2025-01-23,F,10,5.3,59,True,1,média,siamês,caçador,ração úmida,True,False,67
G02809,T1104103191,2025-07-24,F,2,3.6,79,False,0,curta,siamês,calmo,ração seca,True,False,88
G02810,T9812871121,2025-05-19,M,2,4.4,69,False,0,média,laranja,arisco,ração seca,True,False,86
G02811,T8028584737,2025-03-30,F,0,4.5,59,True,1,curta,laranja,carinhoso,ração seca,True,False,87
G02812,T3381655381,2025-12-10,F,13,3.8,37,False,0,curta,preto,caçador,ração seca,True,False,60
G02813,T3973633311,2025-05-20,M,10,6.0,41,True,0,longa,laranja,calmo,mista,True,False,66
G02814,T7799018591,2025-04-09,M,0,3.5,68,False,1,média,branco,caçador,ração seca,True,False,89
G02815,T6769715735,2025-10-07,M,0,4.4,77,True,3,curta,tricolor,brincalhão,mista,True,True,89
G02816,T6939429975,2025-11-10,M,8,4.0,35,True,3,curta,siamês,caçador,mista,True,True,67
G02817,T4362120132,2025-08-28,F,4,3.5,53,False,3,curta,cinza,caçador,ração úmida,True,True,77
G02818,T8538842752,2025-07-10,F,8,5.5,40,True,0,curta,tricolor,brincalhão,ração úmida,True,False,70
G02819,T7372519215,2025-06-04,M,6,5.8,55,True,1,curta,preto,carinhoso,ração seca,True,False,75
G02820,T7542159035,2025-10-22,F,15,5.6,24,True,2,média,tigrado,arisco,mista,True,True,53
G02821,T2772717178,2025-08-26,M,4,3.9,55,True,4,curta,tigrado,caçador,ração seca,True,True,76
G02822,T3734034167,2025-08-31,M,9,4.5,51,False,1,média,branco,arisco,mista,False,False,68
G02823,T4259922845,2025-12-27,M,0,4.8,70,False,0,média,tricolor,carinhoso,ração úmida,True,False,90
G02824,T3741729974,2025-10-21,F,16,5.3,30,True,3,média,cinza,arisco,ração seca,True,True,50
G02825,T2814116905,2025-10-10,F,17,4.3,14,False,2,curta,laranja,caçador,mista,True,True,47
G02826,T7064621758,2025-05-06,F,10,4.3,37,True,2,média,tigrado,calmo,ração úmida,True,True,65
G02827,T6848646505,2025-10-11,F,6,3.6,83,False,1,curta,laranja,caçador,ração seca,True,False,79
G02828,T5948305342,2025-12-26,M,3,6.0,58,False,1,média,tricolor,carinhoso,mista,True,True,83
G02829,T6517535216,2025-09-14,F,12,4.5,16,True,4,média,tigrado,brincalhão,ração seca,True,True,54
G02830,T9755174513,2025-05-25,M,10,5.3,51,True,1,longa,tricolor,carinhoso,ração seca,True,False,66
G02831,T1616091933,2025-01-05,M,3,4.9,58,False,0,longa,tricolor,arisco,ração seca,True,False,83
G02832,T7065703424,2025-01-14,F,6,5.2,61,True,1,curta,siamês,caçador,ração úmida,True,False,76
G02833,T8287635907,2025-04-23,M,6,4.4,57,True,3,longa,branco,brincalhão,mista,True,True,74
G02834,T4930640618,2025-10-08,M,12,6.3,48,True,2,média,branco,carinhoso,ração seca,True,True,62
G02835,T3786076171,2025-02-06,M,9,4.3,49,True,0,curta,tricolor,brincalhão,ração seca,True,False,69
G02836,T5936425809,2025-03-21,M,9,6.0,47,True,2,curta,branco,brincalhão,ração úmida,False,True,68
G02837,T7859165400,2025-05-14,F,9,3.4,64,False,2,curta,branco,brincalhão,mista,True,True,71
G02838,T8789270017,2025-02-03,M,3,4.7,40,True,1,curta,tricolor,brincalhão,mista,True,False,78
G02839,T6960448284,2025-08-04,F,5,5.5,45,True,2,curta,preto,calmo,mista,True,True,76
G02840,T6792630587,2025-09-08,F,0,4.5,65,False,0,curta,tricolor,arisco,mista,True,False,90
G02841,T9059826025,2025-01-10,F,11,5.1,24,True,1,curta,tricolor,calmo,mista,True,False,60
G02842,T5794431753,2025-10-12,M,6,4.3,52,False,0,curta,tigrado,caçador,ração seca,True,False,76
G02843,T4248668405,2025-02-16,F,6,3.9,51,False,3,curta,preto,caçador,ração seca,True,False,71
G02844,T2693838138,2025-08-20,M,3,5.8,78,False,3,curta,preto,calmo,ração seca,True,True,83
G02845,T2205646949,2025-01-21,M,3,5.1,66,False,0,curta,cinza,calmo,ração seca,True,False,84
G02846,T4347294344,2025-03-31,F,8,5.2,50,False,1,curta,branco,brincalhão,mista,True,False,70
G02847,T1252705263,2025-08-19,M,3,4.9,62,True,1,curta,tricolor,carinhoso,ração seca,True,True,84
G02848,T6746311970,2025-03-18,F,1,3.9,60,False,0,curta,branco,carinhoso,ração seca,True,False,87
G02849,T8876791929,2025-09-27,M,11,5.9,55,True,2,curta,tigrado,calmo,ração seca,True,True,65
G02850,T6775465300,2025-04-25,F,5,4.5,76,True,1,curta,siamês,calmo,ração úmida,False,False,80
G02851,T9828760421,2025-11-19,F,5,4.2,46,False,1,curta,branco,caçador,ração seca,True,False,75
G02852,T9319606359,2025-09-09,F,6,3.4,78,False,0,média,cinza,carinhoso,mista,True,False,80
G02853,T6343407549,2025-05-08,M,12,6.1,33,True,0,curta,preto,carinhoso,mista,True,False,61
G02854,T2174214928,2025-01-22,M,4,5.2,55,True,0,média,tigrado,carinhoso,ração seca,True,True,82
G02855,T2765153689,2025-10-03,F,11,4.3,50,True,6,longa,cinza,caçador,ração seca,True,True,58
G02856,T4196573345,2025-11-11,F,15,5.7,40,False,3,média,cinza,arisco,ração seca,True,False,52
G02857,T2536198619,2025-06-18,M,9,5.4,49,False,3,média,siamês,calmo,ração seca,True,True,67
G02858,T4727653736,2025-12-18,M,6,5.2,54,False,0,curta,tricolor,calmo,mista,True,False,76
G02859,T9951144049,2025-05-27,F,11,5.4,58,True,2,média,preto,brincalhão,ração úmida,False,True,66
G02860,T9969899742,2025-11-20,F,6,4.9,51,True,2,longa,siamês,caçador,mista,True,True,75
G02861,T7770682547,2025-02-17,F,5,4.6,60,True,3,curta,siamês,calmo,mista,True,True,76
G02862,T6518781989,2025-06-04,F,7,4.4,76,True,1,curta,tigrado,calmo,ração seca,True,True,78
G02863,T8670346522,2025-09-25,M,4,6.3,48,False,3,curta,laranja,caçador,mista,True,True,77
G02864,T9660092862,2025-07-12,M,1,4.2,67,False,0,curta,siamês,caçador,ração seca,True,False,88
G02865,T8642098332,2025-07-16,F,5,4.9,73,False,0,curta,tricolor,caçador,ração seca,True,False,81
G02866,T6859297747,2025-07-07,F,2,4.1,76,True,0,curta,tigrado,arisco,ração seca,False,False,87
G02867,T5381448217,2025-02-07,M,5,5.3,72,True,3,curta,tricolor,carinhoso,ração seca,True,True,78
G02868,T4374250016,2025-08-06,F,8,5.4,37,True,1,curta,laranja,arisco,ração seca,False,False,68
G02869,T4942223233,2025-01-07,M,15,5.2,37,True,2,média,tricolor,arisco,ração seca,True,False,53
G02870,T2442582800,2025-11-09,M,0,5.0,72,False,0,curta,tricolor,brincalhão,ração seca,False,False,91
G02871,T3364250122,2025-05-19,F,8,4.7,80,False,0,curta,branco,carinhoso,ração seca,False,False,76
G02872,T7885423694,2025-11-12,M,6,4.6,68,False,3,curta,preto,arisco,ração úmida,True,False,74
G02873,T6758632967,2025-05-04,M,0,5.5,75,False,1,curta,tricolor,brincalhão,ração seca,True,False,90
G02874,T3842240744,2025-04-24,F,3,4.7,70,False,1,curta,siamês,caçador,mista,False,False,83
G02875,T5624022518,2025-08-25,M,1,4.4,73,False,0,curta,branco,brincalhão,mista,True,False,89
G02876,T4354326851,2025-02-10,M,3,5.6,75,False,0,curta,tricolor,brincalhão,ração seca,True,True,87
G02877,T3152161841,2025-07-05,F,3,3.6,56,True,2,longa,tricolor,calmo,ração seca,True,True,81
G02878,T1956940623,2025-07-22,M,5,4.9,77,True,0,curta,siamês,brincalhão,ração seca,False,False,82
G02879,T5780256526,2025-04-11,F,7,4.2,40,True,2,curta,branco,carinhoso,ração úmida,True,True,71
G02880,T6661883885,2025-01-15,M,0,5.1,77,True,2,longa,branco,caçador,ração seca,True,True,91
G02881,T1014500551,2025-11-07,M,2,4.4,60,False,2,média,cinza,calmo,mista,True,False,82
G02882,T1342883734,2025-09-05,F,1,4.6,73,False,0,curta,tigrado,brincalhão,ração seca,True,False,89
G02883,T2680376887,2025-10-11,M,7,5.5,67,True,3,curta,branco,calmo,ração seca,True,True,74
G02884,T7750485332,2025-09-18,F,4,4.0,43,True,2,média,tigrado,brincalhão,ração úmida,True,True,77
G02885,T7603536083,2025-12-03,F,7,5.8,53,True,0,média,tricolor,brincalhão,mista,True,True,76
G02886,T4758136170,2025-09-03,F,3,3.7,49,False,1,curta,siamês,calmo,ração seca,True,False,80
G02887,T9984888129,2025-02-10,M,0,3.6,72,True,0,curta,tigrado,arisco,mista,True,False,91
G02888,T5551334595,2025-04-05,M,15,6.0,16,True,2,curta,preto,brincalhão,ração seca,True,True,51
G02889,T6913301266,2025-08-29,F,1,2.6,74,False,3,longa,laranja,arisco,ração seca,True,False,85
G02890,T5816934893,2025-09-29,M,2,5.8,64,False,0,curta,tigrado,brincalhão,ração seca,True,False,86
G02891,T9380482395,2025-10-28,F,2,4.2,78,True,0,curta,siamês,carinhoso,ração seca,True,True,90
G02892,T2156764793,2025-04-17,F,17,3.8,42,True,0,curta,branco,caçador,ração seca,True,False,52
G02893,T1495714785,2025-05-03,M,8,4.5,53,True,2,curta,cinza,carinhoso,ração seca,True,True,71
G02894,T5950828915,2025-06-04,M,8,4.0,63,True,2,média,tricolor,caçador,ração seca,False,True,72
G02895,T6893791691,2025-12-30,F,17,5.1,44,True,2,curta,cinza,carinhoso,ração seca,False,True,52
G02896,T8542476750,2025-09-13,F,1,3.1,61,True,1,média,laranja,calmo,mista,True,False,86
G02897,T5409425513,2025-09-17,M,16,5.8,47,True,3,curta,preto,brincalhão,mista,True,True,53
G02898,T2513641936,2025-04-24,F,3,4.0,66,True,1,média,branco,brincalhão,ração úmida,True,False,82
G02899,T4256709826,2025-04-23,F,9,4.3,38,True,5,média,tricolor,carinhoso,mista,True,True,62
G02900,T8030074153,2025-11-20,M,5,5.3,65,True,1,curta,laranja,calmo,mista,False,True,80
G02901,T3587145597,2025-07-04,M,5,5.4,60,True,3,média,tricolor,calmo,ração seca,True,True,76
G02902,T8729109225,2025-04-30,F,15,5.6,16,True,0,média,cinza,carinhoso,ração seca,True,False,52
G02903,T2079145525,2025-05-29,F,2,3.7,56,False,0,curta,tigrado,brincalhão,ração seca,True,False,84
G02904,T4819103848,2025-11-10,F,18,4.8,44,True,0,média,tricolor,arisco,mista,True,False,51
G02905,T7406752761,2025-01-27,M,5,4.5,64,False,1,longa,tigrado,arisco,ração úmida,True,False,78
G02906,T4208762556,2025-12-10,F,9,4.7,68,True,5,curta,tigrado,brincalhão,ração seca,True,True,67
G02907,T6969852191,2025-07-31,F,16,4.3,25,True,2,curta,tricolor,arisco,mista,True,True,51
G02908,T9853434359,2025-05-17,F,1,3.8,63,True,0,curta,branco,caçador,ração seca,True,False,87
G02909,T1386245454,2025-04-13,M,15,5.1,13,True,2,curta,branco,brincalhão,ração seca,False,True,51
G02910,T1293824753,2025-01-19,M,8,5.4,64,True,4,curta,preto,carinhoso,ração seca,True,True,70
G02911,T6418256352,2025-11-14,F,10,4.7,52,True,3,curta,tigrado,arisco,ração seca,True,True,65
G02912,T9571282865,2025-04-03,M,2,5.1,65,False,0,curta,tricolor,arisco,ração seca,True,False,86
G02913,T5413808623,2025-02-08,M,7,5.0,46,True,2,curta,cinza,arisco,ração seca,True,True,72
G02914,T5188157776,2025-10-09,F,9,4.2,63,True,1,média,tigrado,calmo,ração úmida,True,True,72
G02915,T3034383072,2025-08-25,M,6,5.2,56,False,1,média,cinza,brincalhão,ração úmida,True,False,75
G02916,T4286504278,2025-02-04,F,2,3.5,67,True,2,curta,siamês,brincalhão,ração seca,True,True,85
G02917,T1039520832,2025-06-08,F,3,4.6,59,False,0,curta,cinza,arisco,ração seca,True,False,83
G02918,T5720521762,2025-11-16,F,13,4.6,34,True,4,curta,cinza,calmo,mista,True,True,55
G02919,T8342040247,2025-03-16,M,0,4.7,82,True,0,curta,branco,brincalhão,mista,True,False,92
G02920,T8027393862,2025-08-07,F,10,4.9,30,True,3,curta,tricolor,brincalhão,ração seca,True,True,62
G02921,T4964049573,2025-08-11,F,18,6.0,26,False,0,curta,branco,caçador,ração seca,True,False,48
G02922,T4935092067,2025-10-18,F,0,4.3,86,False,2,curta,tigrado,caçador,ração seca,False,False,90
G02923,T7097703127,2025-03-22,M,2,4.8,68,False,0,curta,cinza,brincalhão,ração úmida,False,False,86
G02924,T9420528695,2025-10-05,M,9,4.7,62,True,1,curta,laranja,brincalhão,ração seca,False,False,70
G02925,T7678970545,2025-01-02,F,1,4.6,88,False,1,curta,tigrado,brincalhão,ração seca,True,False,90
G02926,T5488322259,2025-10-02,M,8,5.0,63,True,0,média,laranja,carinhoso,mista,True,False,73
G02927,T9194490216,2025-01-07,F,9,3.6,43,True,4,média,siamês,calmo,ração seca,True,True,64
G02928,T9888485124,2025-01-09,M,8,5.0,52,True,1,curta,preto,carinhoso,mista,True,False,70
G02929,T7451438211,2025-02-02,M,5,5.1,65,False,0,curta,siamês,caçador,ração seca,True,False,80
G02930,T9134029127,2025-09-27,F,10,4.1,41,True,1,curta,preto,brincalhão,ração seca,True,True,67
G02931,T9466473632,2025-10-26,F,8,4.5,47,False,2,curta,tricolor,arisco,ração úmida,True,True,70
G02932,T6131347011,2025-09-05,F,3,4.2,60,True,1,média,siamês,calmo,ração seca,True,True,84
G02933,T3646553410,2025-12-16,M,8,5.1,83,False,2,curta,preto,calmo,ração seca,True,True,75
G02934,T7596006352,2025-08-08,F,13,5.7,35,True,6,curta,laranja,brincalhão,ração seca,True,True,52
G02935,T2491473963,2025-12-27,F,9,3.7,63,False,2,curta,tricolor,caçador,ração seca,False,True,70
G02936,T4007095267,2025-11-09,M,6,6.4,48,False,1,curta,branco,arisco,ração seca,False,False,74
G02937,T4583823138,2025-09-04,M,4,4.9,84,True,2,curta,tigrado,brincalhão,ração seca,True,True,84
G02938,T8627660970,2025-07-13,M,1,5.1,68,False,1,curta,tricolor,calmo,ração seca,False,False,87
G02939,T4902996609,2025-07-06,F,3,4.3,67,False,1,curta,cinza,calmo,ração seca,True,False,83
G02940,T6603419552,2025-07-28,M,0,3.4,53,True,0,média,siamês,calmo,ração seca,True,False,88
G02941,T8779479416,2025-04-08,F,17,4.1,41,True,5,curta,siamês,calmo,mista,False,True,47
G02942,T2224442573,2025-07-08,M,3,4.4,83,False,0,curta,cinza,caçador,ração seca,False,False,86
G02943,T7091298587,2025-01-26,F,12,5.5,27,False,3,longa,tricolor,caçador,mista,False,True,58
G02944,T7080859534,2025-09-29,F,2,3.2,83,False,1,curta,tigrado,arisco,mista,True,False,87
G02945,T5952556342,2025-12-30,F,4,3.7,48,True,1,curta,tricolor,caçador,ração seca,True,False,78
G02946,T9160584638,2025-12-06,M,5,5.1,69,True,3,média,branco,brincalhão,ração seca,True,True,78
G02947,T5765573354,2025-09-15,M,4,5.2,60,True,0,longa,siamês,carinhoso,ração seca,True,False,81
G02948,T2420409855,2025-08-07,F,11,5.1,60,True,1,longa,preto,brincalhão,ração seca,True,False,66
G02949,T7040332763,2025-06-18,M,16,4.8,33,True,3,média,preto,brincalhão,ração seca,True,True,50
G02950,T4753403133,2025-05-10,F,13,3.7,50,True,5,curta,laranja,caçador,ração seca,True,True,56
G02951,T9921597796,2025-03-22,M,2,5.1,84,False,1,curta,tricolor,calmo,ração seca,False,False,87
G02952,T8320959346,2025-07-06,M,11,6.4,41,False,2,curta,branco,arisco,ração seca,True,False,61
G02953,T2232648392,2025-09-23,M,2,4.5,69,True,2,média,cinza,brincalhão,mista,True,True,85
G02954,T4359823118,2025-12-12,F,14,4.0,22,True,4,curta,tigrado,calmo,ração seca,True,True,51
G02955,T2414265325,2025-07-25,F,7,4.2,52,True,3,curta,preto,calmo,ração seca,True,True,71
G02956,T9140860298,2025-03-08,M,4,5.2,87,True,1,curta,cinza,brincalhão,ração úmida,True,False,84
G02957,T1275384055,2025-07-23,M,2,4.6,78,True,1,curta,cinza,caçador,ração úmida,True,False,86
G02958,T4629688143,2025-11-27,M,0,5.6,62,True,1,curta,preto,carinhoso,ração seca,True,False,88
G02959,T2855124700,2025-06-15,F,3,4.9,86,True,2,longa,laranja,caçador,ração seca,True,True,86
G02960,T5082158440,2025-10-31,F,14,5.0,40,True,3,longa,tricolor,carinhoso,ração seca,False,True,56
G02961,T8130543635,2025-10-27,M,11,4.0,54,True,2,média,tricolor,brincalhão,mista,True,True,65
G02962,T1212302407,2025-05-15,F,16,4.4,36,True,3,média,siamês,arisco,ração úmida,True,True,51
G02963,T3367640664,2025-09-29,F,1,3.7,77,True,1,curta,siamês,caçador,ração seca,True,True,90
G02964,T8530036367,2025-11-17,F,8,4.0,29,False,1,média,cinza,brincalhão,ração úmida,True,False,67
G02965,T3634147519,2025-02-27,F,3,4.3,80,False,1,curta,laranja,brincalhão,ração seca,False,False,84
G02966,T3786506515,2025-10-01,F,7,4.6,28,False,1,curta,tricolor,carinhoso,ração úmida,True,False,69
G02967,T3548984710,2025-06-22,F,4,3.1,76,True,1,média,tricolor,arisco,mista,False,False,82
G02968,T7142671378,2025-12-13,M,4,5.4,65,False,0,média,tricolor,brincalhão,ração seca,True,False,82
G02969,T8970415105,2025-11-30,M,8,5.2,63,False,3,curta,tricolor,caçador,ração seca,True,True,71
G02970,T4380593417,2025-07-05,M,2,5.0,71,True,2,curta,tricolor,brincalhão,ração seca,True,True,86
G02971,T9748932442,2025-08-24,M,6,5.5,71,True,4,curta,tigrado,arisco,ração úmida,True,True,75
G02972,T2377892471,2025-09-19,M,9,4.7,50,True,1,média,laranja,caçador,ração seca,True,False,68
G02973,T8844253772,2025-04-15,F,2,5.0,73,False,1,curta,preto,caçador,ração úmida,True,False,85
G02974,T4188032845,2025-05-09,F,15,4.7,38,True,1,média,tigrado,brincalhão,ração úmida,True,False,54
G02975,T2523942473,2025-09-14,M,7,6.1,78,True,0,curta,preto,carinhoso,ração seca,True,True,80
G02976,T7110027029,2025-05-20,M,12,4.8,49,False,0,curta,siamês,arisco,mista,True,False,63
G02977,T3267382737,2025-02-11,F,9,5.6,34,True,1,curta,tricolor,caçador,ração seca,False,False,66
G02978,T2258487973,2025-03-07,F,10,4.1,40,True,0,curta,branco,calmo,ração seca,False,False,66
G02979,T5411048245,2025-04-29,M,10,7.1,54,True,4,média,laranja,brincalhão,mista,True,True,64
G02980,T2590553748,2025-07-30,F,13,4.2,54,True,2,longa,tigrado,calmo,mista,True,True,61
G02981,T5694063092,2025-08-25,M,8,5.9,44,True,3,longa,tricolor,arisco,mista,True,True,68
G02982,T9412221835,2025-01-02,M,4,4.6,91,True,1,curta,siamês,arisco,mista,True,True,86
G02983,T1035788109,2025-04-06,F,1,4.6,74,False,0,curta,branco,arisco,ração seca,True,False,89
G02984,T4303363101,2025-12-02,F,8,4.5,58,True,0,média,branco,calmo,ração seca,True,True,75
G02985,T6551007084,2025-03-08,M,1,3.9,57,True,0,curta,laranja,arisco,ração seca,False,True,89
G02986,T5398165054,2025-05-01,F,3,2.3,80,False,3,curta,cinza,carinhoso,mista,True,False,82
G02987,T6308970072,2025-08-26,F,1,5.8,67,False,0,curta,branco,caçador,mista,True,False,88
G02988,T1210644645,2025-08-16,M,7,5.1,46,True,0,curta,tricolor,calmo,mista,True,False,73
G02989,T5803437928,2025-12-09,F,2,2.1,66,False,0,longa,siamês,carinhoso,mista,True,False,86
G02990,T6941646234,2025-12-22,M,8,5.4,69,False,0,curta,cinza,caçador,ração seca,False,False,74
G02991,T6387432302,2025-05-07,M,11,5.9,50,True,4,média,laranja,brincalhão,ração seca,True,True,62
G02992,T1382924629,2025-06-02,M,12,4.9,31,True,1,curta,siamês,carinhoso,ração seca,True,False,59
G02993,T1945376891,2025-04-02,M,4,4.4,57,False,2,média,tigrado,caçador,ração seca,False,True,80
G02994,T7195884473,2025-01-27,M,7,5.1,72,False,3,curta,siamês,calmo,ração úmida,False,False,72
G02995,T2307899793,2025-10-22,F,8,5.4,50,False,1,curta,branco,caçador,ração seca,False,False,70
G02996,T3788498031,2025-05-17,M,6,5.1,65,True,2,longa,preto,brincalhão,ração úmida,False,True,77
G02997,T5007536406,2025-09-04,F,9,5.7,59,False,1,curta,cinza,caçador,ração seca,True,False,69
G02998,T4964417876,2025-12-24,M,3,5.6,26,True,0,curta,laranja,brincalhão,ração seca,True,False,78
G02999,T1496821697,2025-08-01,F,17,4.7,43,True,6,curta,preto,arisco,ração seca,True,True,45
G03000,T5063879904,2025-12-16,F,1,3.0,62,False,1,longa,cinza,caçador,ração úmida,True,False,86
G03001,T4796804437,2025-06-17,M,12,5.3,37,True,5,média,cinza,carinhoso,ração úmida,True,True,56
G03002,T3534450140,2025-09-07,F,8,4.9,71,True,2,curta,branco,brincalhão,ração seca,True,True,74
G03003,T5656394505,2025-08-28,F,3,4.3,84,False,2,média,preto,carinhoso,mista,True,True,86
