id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,castrado,visitas_vet_ult_ano,pelagem,cor,temperamento,alimentacao,gosta_caixa,vacinado,score_saude_0a100
G00197,T8452388455,2025-04-03,M,8.0,,42,VERDADEIRO,3,curta,laranja,arisco,ração seca,VERDADEIRO,VERDADEIRO,68
G00198,T1985722563,2025-02-03,F,13.0,4.2,44,VERDADEIRO,3,curta,cinza,brincalhão,mista,VERDADEIRO,FALSO,56
G00199,T4602416969,2025-01-14,M,2.0,4.0,68,VERDADEIRO,2,média,tigrado,brincalhão,ração úmida,VERDADEIRO,VERDADEIRO,85
G00200,T7601694289,2025-06-10,F,,4.4,57,VERDADEIRO,2,longa,branco,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,80
G00201,T2473327553,2025-07-18,F,11.0,5.2,35,FALSO,2,longa,preto,brincalhão,mista,VERDADEIRO,VERDADEIRO,62
G00202,T6098713030,2025-07-05,F,16.0,5.1,62,VERDADEIRO,5,longa,laranja,carinhoso,mista,VERDADEIRO,VERDADEIRO,52
G00203,T7046550836,2025-10-13,F,7.0,3.9,52,VERDADEIRO,4,curta,siamês,calmo,mista,FALSO,VERDADEIRO,70
G00204,T4193142465,2025-06-17,F,2.0,4.6,52,VERDADEIRO,0,curta,tigrado,carinhoso,mista,VERDADEIRO,FALSO,84
G00205,T8487840467,2025-08-04,M,0.0,4.1,67,FALSO,0,curta,tricolor,calmo,mista,VERDADEIRO,FALSO,90
G00206,T5595923665,2025-10-25,M,3.0,4.4,66,FALSO,0,longa,laranja,brincalhão,ração úmida,VERDADEIRO,FALSO,84
G00207,T6642953559,2025-08-28,F,2.0,3.5,76,VERDADEIRO,2,curta,preto,caçador,ração seca,VERDADEIRO,VERDADEIRO,86
G00208,T2267855170,2025-11-29,F,9.0,5.5,56,VERDADEIRO,2,curta,cinza,brincalhão,mista,FALSO,VERDADEIRO,69
G00209,T1208441570,2025-03-22,M,1.0,5.1,80,FALSO,1,curta,siamês,carinhoso,ração seca,VERDADEIRO,FALSO,88
G00210,T1456737137,2025-10-15,M,7.0,5.5,48,FALSO,0,curta,tricolor,brincalhão,ração seca,VERDADEIRO,FALSO,73
G00211,T9135281333,2025-09-12,F,10.0,5.6,51,VERDADEIRO,2,curta,tigrado,caçador,ração seca,VERDADEIRO,VERDADEIRO,67
G00212,T8943781458,2025-08-01,F,8.0,6.5,42,FALSO,1,curta,cinza,caçador,ração seca,VERDADEIRO,FALSO,69
G00213,T8268322952,2025-01-02,F,2.0,2.9,62,FALSO,0,média,tigrado,caçador,ração úmida,VERDADEIRO,FALSO,85
G00214,T2796508821,2025-07-17,M,12.0,,30,VERDADEIRO,2,média,tigrado,brincalhão,mista,VERDADEIRO,VERDADEIRO,60
G00215,T5729127867,2025-11-10,M,10.0,4.9,33,FALSO,2,curta,tigrado,brincalhão,ração seca,VERDADEIRO,FALSO,62
G00216,T8165053904,2025-08-24,F,10.0,,60,VERDADEIRO,2,média,siamês,carinhoso,ração úmida,VERDADEIRO,VERDADEIRO,68
G00217,T7072022631,2025-01-02,,2.0,4.0,78,FALSO,3,curta,tigrado,,ração seca,FALSO,,83
G00218,T2039690743,2025-04-16,F,2.0,3.9,81,VERDADEIRO,1,média,branco,arisco,mista,VERDADEIRO,FALSO,87
G00219,T9059870798,2025-07-27,F,15.0,4.0,33,VERDADEIRO,4,curta,branco,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,51
G00220,T2446141535,2025-10-24,M,5.0,,70,FALSO,1,curta,tigrado,caçador,ração seca,VERDADEIRO,FALSO,79
G00221,T2546161240,2025-06-12,M,4.0,4.9,43,FALSO,2,curta,siamês,carinhoso,ração úmida,VERDADEIRO,FALSO,75
G00222,T9109077662,2025-11-09,M,6.0,5.4,69,FALSO,3,curta,siamês,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,76
G00223,T5361552451,2025-10-18,F,9.0,5.0,52,VERDADEIRO,3,curta,tigrado,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,67
G00224,T4356026433,2025-04-08,F,16.0,5.3,38,VERDADEIRO,4,média,laranja,arisco,ração seca,VERDADEIRO,VERDADEIRO,50
G00225,T5982910680,2025-03-13,M,4.0,4.6,68,FALSO,1,média,tricolor,arisco,ração seca,VERDADEIRO,FALSO,81
G00226,T9832575995,2025-11-26,F,15.0,6.3,21,VERDADEIRO,1,curta,siamês,,ração úmida,VERDADEIRO,FALSO,52
G00227,T2076674097,2025-08-04,,,4.8,57,VERDADEIRO,1,curta,preto,brincalhão,ração seca,VERDADEIRO,FALSO,87
G00228,T7812539639,2025-11-06,M,7.0,3.8,47,VERDADEIRO,2,média,cinza,calmo,ração seca,VERDADEIRO,VERDADEIRO,72
G00229,T4008932760,2025-12-03,F,9.0,3.9,57,FALSO,3,curta,cinza,brincalhão,mista,VERDADEIRO,FALSO,66
G00230,T2053443437,2025-06-04,M,1.0,3.5,80,VERDADEIRO,1,curta,laranja,arisco,mista,VERDADEIRO,FALSO,88
G00231,T4797400198,2025-01-17,M,2.0,4.8,53,FALSO,1,curta,cinza,brincalhão,ração seca,FALSO,FALSO,82
G00232,T5938775899,2025-11-28,F,5.0,4.3,49,VERDADEIRO,0,curta,cinza,,ração úmida,VERDADEIRO,FALSO,77
G00233,T2853654739,2025-08-02,M,16.0,5.1,22,VERDADEIRO,3,curta,preto,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,49
G00234,T4647425131,2025-02-13,F,8.0,6.0,48,VERDADEIRO,1,curta,preto,caçador,ração seca,FALSO,FALSO,70
G00235,T6721084229,2025-07-13,M,15.0,5.8,17,VERDADEIRO,2,curta,laranja,arisco,mista,VERDADEIRO,VERDADEIRO,52
G00236,T6188032177,2025-01-11,M,12.0,5.9,24,FALSO,0,média,siamês,,ração seca,VERDADEIRO,FALSO,60
G00237,T7508445346,2025-04-16,M,6.0,4.4,48,VERDADEIRO,1,média,cinza,arisco,ração seca,FALSO,FALSO,74
G00238,T8527640796,2025-05-07,M,11.0,,45,FALSO,1,média,branco,calmo,mista,VERDADEIRO,FALSO,63
G00239,T4682262985,2025-06-15,M,0.0,4.6,61,VERDADEIRO,1,curta,branco,brincalhão,mista,VERDADEIRO,FALSO,88
G00240,T4806705479,2025-07-26,M,1.0,4.8,71,FALSO,2,longa,siamês,caçador,mista,VERDADEIRO,FALSO,86
G00241,T5470229210,2025-11-03,F,12.0,3.5,54,VERDADEIRO,2,média,tigrado,arisco,mista,VERDADEIRO,VERDADEIRO,63
G00242,T6097180405,2025-05-09,M,11.0,5.2,29,VERDADEIRO,0,curta,tigrado,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,64
G00243,T1974904068,2025-09-26,M,3.0,,64,VERDADEIRO,1,curta,branco,carinhoso,ração úmida,VERDADEIRO,FALSO,82
G00244,T3813718187,2025-12-10,M,7.0,4.9,68,VERDADEIRO,3,média,siamês,arisco,ração seca,FALSO,VERDADEIRO,74
G00245,T2547026158,2025-10-01,M,8.0,4.6,48,VERDADEIRO,1,curta,branco,arisco,ração úmida,VERDADEIRO,FALSO,70
G00246,T4472674861,2025-04-03,M,13.0,5.1,32,VERDADEIRO,3,média,siamês,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,56
G00247,T9760186653,2025-09-05,F,8.0,4.4,67,VERDADEIRO,1,média,siamês,brincalhão,ração seca,FALSO,VERDADEIRO,75
G00248,T6244578610,2025-04-13,M,5.0,5.0,57,VERDADEIRO,1,longa,laranja,calmo,ração seca,VERDADEIRO,FALSO,77
G00249,T4864433679,2025-06-24,F,5.0,4.8,74,FALSO,0,longa,siamês,brincalhão,mista,VERDADEIRO,,81
G00250,T6093432057,2025-08-20,F,6.0,5.2,63,VERDADEIRO,1,média,siamês,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,78
G00251,T7021688998,2025-04-18,M,9.0,5.0,46,VERDADEIRO,5,longa,tigrado,caçador,ração úmida,VERDADEIRO,VERDADEIRO,63
G00252,T4914581169,2025-01-02,M,13.0,5.1,44,VERDADEIRO,3,longa,tricolor,arisco,mista,FALSO,VERDADEIRO,58
G00253,T5029388238,2025-11-02,M,6.0,5.3,62,FALSO,2,curta,tigrado,carinhoso,mista,VERDADEIRO,VERDADEIRO,76
G00254,T7312610164,2025-09-23,F,,4.6,79,FALSO,1,média,laranja,caçador,ração seca,VERDADEIRO,FALSO,84
G00255,T1547763248,2025-02-14,M,3.0,4.5,60,VERDADEIRO,0,curta,cinza,carinhoso,ração seca,VERDADEIRO,FALSO,83
G00256,T5860725114,2025-05-18,F,,5.3,45,VERDADEIRO,2,curta,tigrado,,mista,VERDADEIRO,VERDADEIRO,64
G00257,T5925950309,2025-04-06,F,12.0,5.5,41,VERDADEIRO,0,curta,branco,brincalhão,ração úmida,VERDADEIRO,FALSO,62
G00258,T7810770350,2025-12-23,F,,,81,FALSO,0,curta,branco,carinhoso,ração seca,FALSO,FALSO,90
G00259,T9843802771,2025-12-10,F,1.0,5.3,60,VERDADEIRO,3,curta,branco,brincalhão,mista,VERDADEIRO,VERDADEIRO,84
G00260,T8161793081,2025-09-10,F,8.0,4.0,65,FALSO,3,curta,preto,,ração seca,VERDADEIRO,FALSO,69
G00261,T5534097513,2025-06-10,M,2.0,4.7,75,FALSO,0,curta,siamês,arisco,ração seca,VERDADEIRO,FALSO,87
G00262,T2525078616,2025-01-20,M,12.0,5.4,26,VERDADEIRO,2,média,branco,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,59
G00263,T6294348744,2025-04-01,M,4.0,4.8,78,FALSO,1,longa,tricolor,brincalhão,ração seca,VERDADEIRO,FALSO,82
G00264,T8508689980,2025-02-03,F,2.0,3.7,96,VERDADEIRO,0,longa,laranja,calmo,ração seca,VERDADEIRO,FALSO,90
G00265,T9391726572,2025-10-16,F,14.0,3.8,48,VERDADEIRO,5,curta,cinza,carinhoso,ração úmida,VERDADEIRO,VERDADEIRO,54
G00266,T8427793415,2025-02-02,,,4.2,87,VERDADEIRO,2,curta,branco,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,88
G00267,T2700717457,2025-09-05,M,4.0,4.3,65,FALSO,2,média,tricolor,,ração úmida,VERDADEIRO,VERDADEIRO,81
G00268,T7413182779,2025-12-14,F,2.0,4.2,49,FALSO,0,curta,laranja,calmo,mista,VERDADEIRO,FALSO,83
G00269,T8921394527,2025-04-23,F,1.0,3.5,50,FALSO,2,longa,laranja,brincalhão,mista,VERDADEIRO,VERDADEIRO,84
G00270,T7129152699,2025-09-07,F,0.0,3.2,78,FALSO,0,média,tigrado,carinhoso,ração seca,VERDADEIRO,FALSO,92
G00271,T7171768368,2025-11-17,F,0.0,4.2,68,FALSO,1,curta,tricolor,calmo,mista,VERDADEIRO,FALSO,89
G00272,T5501460576,2025-06-06,M,2.0,4.8,58,FALSO,0,curta,tigrado,,ração seca,VERDADEIRO,FALSO,85
G00273,T6732785999,2025-06-13,M,0.0,5.0,74,FALSO,3,curta,laranja,carinhoso,ração úmida,VERDADEIRO,,89
G00274,T3649426473,2025-03-15,F,8.0,6.1,60,VERDADEIRO,2,curta,siamês,carinhoso,ração seca,FALSO,,72
G00275,T1799290781,2025-06-06,M,9.0,,32,VERDADEIRO,4,curta,siamês,brincalhão,mista,FALSO,VERDADEIRO,63
G00276,T8449434142,2025-11-15,M,5.0,5.3,56,VERDADEIRO,4,média,siamês,calmo,ração seca,VERDADEIRO,VERDADEIRO,74
G00277,T9488298766,2025-08-31,M,4.0,4.1,82,FALSO,3,média,preto,calmo,ração úmida,VERDADEIRO,VERDADEIRO,82
G00278,T8711401018,2025-03-15,M,7.0,4.2,42,VERDADEIRO,1,curta,siamês,arisco,ração seca,VERDADEIRO,FALSO,71
G00279,T4005221984,2025-07-12,F,13.0,5.9,49,VERDADEIRO,4,curta,branco,,ração seca,VERDADEIRO,VERDADEIRO,57
G00280,T1841771361,2025-09-15,F,13.0,4.2,33,VERDADEIRO,3,curta,tigrado,arisco,ração úmida,FALSO,VERDADEIRO,56
G00281,T3521245488,2025-01-29,M,0.0,3.9,82,FALSO,1,curta,tigrado,arisco,ração seca,VERDADEIRO,FALSO,91
G00282,T8585518382,2025-10-06,M,2.0,4.7,83,VERDADEIRO,1,média,branco,calmo,mista,VERDADEIRO,FALSO,87
G00283,T6902330568,2025-03-15,M,3.0,4.7,75,FALSO,0,curta,preto,brincalhão,ração úmida,VERDADEIRO,FALSO,85
G00284,T9700248196,2025-04-18,F,3.0,3.6,78,VERDADEIRO,0,média,siamês,calmo,ração úmida,VERDADEIRO,FALSO,86
G00285,T4084129165,2025-06-01,F,8.0,4.3,39,VERDADEIRO,4,curta,siamês,arisco,mista,VERDADEIRO,VERDADEIRO,66
G00286,T5963249082,2025-07-04,F,5.0,,74,FALSO,1,curta,branco,brincalhão,mista,VERDADEIRO,VERDADEIRO,82
G00287,T8110343994,2025-12-01,M,,4.0,65,VERDADEIRO,0,média,tigrado,calmo,mista,VERDADEIRO,FALSO,90
G00288,T3105927484,2025-03-23,M,5.0,4.0,64,VERDADEIRO,3,média,branco,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,77
G00289,T9676809771,2025-04-04,M,7.0,5.7,58,VERDADEIRO,1,média,laranja,brincalhão,ração úmida,VERDADEIRO,FALSO,73
G00290,T6331579052,2025-05-19,F,1.0,,78,FALSO,0,curta,cinza,caçador,mista,FALSO,FALSO,90
G00291,T1071078069,2025-11-09,M,12.0,5.0,45,VERDADEIRO,3,média,tricolor,arisco,ração seca,VERDADEIRO,VERDADEIRO,60
G00292,T1226379480,2025-12-19,F,0.0,2.9,65,VERDADEIRO,3,curta,tigrado,calmo,ração seca,VERDADEIRO,VERDADEIRO,87
G00293,T8939944147,2025-06-15,F,15.0,4.3,17,VERDADEIRO,5,curta,laranja,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,47
G00294,T6807533749,2025-09-10,M,1.0,4.6,83,FALSO,2,média,tigrado,carinhoso,ração úmida,VERDADEIRO,FALSO,87
G00295,T7867652671,2025-12-01,M,12.0,6.3,44,VERDADEIRO,1,curta,laranja,caçador,ração seca,VERDADEIRO,FALSO,61
G00296,T8056144008,2025-11-06,M,14.0,,50,VERDADEIRO,5,média,preto,carinhoso,ração úmida,VERDADEIRO,VERDADEIRO,54
G00297,T4784137986,2025-09-06,M,17.0,5.4,27,FALSO,5,curta,tigrado,brincalhão,ração úmida,VERDADEIRO,VERDADEIRO,45
G00298,T8187501215,2025-07-17,M,12.0,5.9,25,VERDADEIRO,1,curta,tricolor,carinhoso,ração úmida,VERDADEIRO,FALSO,58
G00299,T9437792003,2025-12-26,F,,,56,FALSO,2,curta,laranja,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,65
G00300,T2549539969,2025-03-29,M,9.0,6.0,45,VERDADEIRO,4,média,branco,arisco,mista,VERDADEIRO,VERDADEIRO,65
G00301,T7877227595,2025-05-13,M,11.0,4.5,48,FALSO,1,média,preto,,ração úmida,VERDADEIRO,FALSO,64
G00302,T3770128068,2025-09-18,F,,4.4,62,VERDADEIRO,1,curta,cinza,caçador,ração seca,FALSO,VERDADEIRO,86
G00303,T3893437027,2025-01-08,F,7.0,4.7,75,VERDADEIRO,2,curta,tricolor,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,76
G00304,T4714793659,2025-07-02,M,7.0,5.8,45,FALSO,1,curta,cinza,arisco,ração seca,VERDADEIRO,FALSO,71
G00305,T8773475679,2025-11-08,F,13.0,5.2,35,VERDADEIRO,3,curta,siamês,arisco,mista,VERDADEIRO,VERDADEIRO,57
G00306,T1198504605,2025-03-06,F,6.0,2.8,59,FALSO,1,média,cinza,caçador,ração seca,VERDADEIRO,,75
G00307,T4905335861,2025-10-21,F,5.0,,48,FALSO,1,curta,cinza,caçador,ração seca,VERDADEIRO,FALSO,76
G00308,T7120428846,2025-05-31,F,9.0,4.7,54,FALSO,1,curta,tricolor,brincalhão,ração seca,VERDADEIRO,FALSO,69
G00309,T1993739124,2025-11-11,M,,4.7,86,VERDADEIRO,2,curta,tigrado,,ração seca,VERDADEIRO,VERDADEIRO,86
G00310,T8130282373,2025-08-20,F,2.0,4.5,64,FALSO,0,curta,preto,caçador,ração seca,VERDADEIRO,FALSO,86
G00311,T9477123381,2025-02-27,M,,5.6,63,FALSO,1,média,preto,,mista,FALSO,FALSO,76
G00312,T1818413389,2025-09-26,F,5.0,4.8,28,VERDADEIRO,1,média,branco,caçador,ração seca,VERDADEIRO,FALSO,73
G00313,T2376533240,2025-01-21,F,3.0,4.1,66,FALSO,3,curta,siamês,calmo,mista,VERDADEIRO,VERDADEIRO,81
G00314,T9766875024,2025-03-30,M,5.0,3.7,57,FALSO,0,longa,preto,caçador,ração seca,VERDADEIRO,FALSO,79
G00315,T2780700767,2025-11-21,M,5.0,4.6,51,FALSO,3,curta,preto,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,75
G00316,T1710457081,2025-11-16,F,4.0,4.6,77,FALSO,0,média,tricolor,brincalhão,mista,VERDADEIRO,FALSO,84
G00317,T9569732827,2025-01-17,F,5.0,3.6,57,VERDADEIRO,0,média,tigrado,calmo,ração úmida,VERDADEIRO,FALSO,79
G00318,T9033604388,2025-05-19,M,9.0,5.7,48,VERDADEIRO,3,curta,siamês,,mista,VERDADEIRO,VERDADEIRO,67
G00319,T6901529254,2025-02-04,F,4.0,4.9,59,FALSO,0,média,branco,calmo,ração seca,VERDADEIRO,FALSO,81
G00320,T5962878345,2025-04-09,F,15.0,4.9,10,VERDADEIRO,1,curta,tigrado,calmo,ração seca,FALSO,FALSO,50
G00321,T9273094266,2025-12-20,F,14.0,2.7,22,VERDADEIRO,5,média,preto,carinhoso,ração úmida,FALSO,VERDADEIRO,50
G00322,T6899680676,2025-03-13,,6.0,4.1,70,VERDADEIRO,0,curta,tigrado,carinhoso,ração seca,VERDADEIRO,FALSO,78
G00323,T6925569933,2025-08-23,M,4.0,6.2,38,VERDADEIRO,0,curta,preto,calmo,mista,VERDADEIRO,FALSO,78
G00324,T8593170077,2025-10-21,F,7.0,4.1,46,VERDADEIRO,2,longa,siamês,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,72
G00325,T6879211095,2025-11-18,M,13.0,4.1,34,VERDADEIRO,1,curta,cinza,carinhoso,ração seca,FALSO,VERDADEIRO,60
G00326,T5533091983,2025-05-10,F,,5.5,71,VERDADEIRO,2,curta,branco,carinhoso,mista,VERDADEIRO,VERDADEIRO,72
G00327,T4507493481,2025-09-12,M,12.0,,51,VERDADEIRO,2,curta,siamês,brincalhão,mista,VERDADEIRO,VERDADEIRO,63
G00328,T5528205035,2025-06-26,F,7.0,5.3,49,FALSO,0,curta,preto,arisco,mista,VERDADEIRO,FALSO,73
G00329,T5702307841,2025-02-09,M,,5.4,65,VERDADEIRO,3,média,tricolor,calmo,mista,VERDADEIRO,VERDADEIRO,69
G00330,T4247486930,2025-03-23,,4.0,5.2,55,FALSO,0,média,laranja,calmo,ração seca,VERDADEIRO,FALSO,80
G00331,T5033065680,2025-10-01,F,10.0,5.0,59,VERDADEIRO,2,longa,tigrado,caçador,ração úmida,VERDADEIRO,VERDADEIRO,68
G00332,T8216847395,2025-09-08,F,3.0,4.7,50,FALSO,2,curta,branco,brincalhão,mista,VERDADEIRO,VERDADEIRO,80
G00333,T4748620318,2025-07-10,F,10.0,6.3,60,VERDADEIRO,1,curta,siamês,caçador,ração seca,VERDADEIRO,FALSO,68
G00334,T1230037899,2025-10-13,F,13.0,5.5,34,VERDADEIRO,2,curta,laranja,calmo,ração seca,VERDADEIRO,VERDADEIRO,58
G00335,T3547173895,2025-09-10,F,2.0,3.0,57,FALSO,1,curta,cinza,caçador,mista,VERDADEIRO,FALSO,83
G00336,T3085676776,2025-05-04,F,8.0,4.9,50,FALSO,1,média,laranja,arisco,ração seca,FALSO,FALSO,70
G00337,T8142238106,2025-04-18,M,1.0,5.5,76,FALSO,0,curta,cinza,caçador,mista,VERDADEIRO,FALSO,89
G00338,T5043637526,2025-12-11,F,10.0,5.5,41,VERDADEIRO,5,curta,cinza,caçador,ração seca,VERDADEIRO,VERDADEIRO,61
G00339,T3522794887,2025-12-21,F,1.0,3.8,79,VERDADEIRO,0,longa,preto,brincalhão,mista,VERDADEIRO,VERDADEIRO,92
G00340,T8296343954,2025-01-12,M,15.0,6.3,26,VERDADEIRO,2,curta,laranja,carinhoso,ração úmida,VERDADEIRO,FALSO,51
G00341,T1172951241,2025-10-16,M,2.0,5.4,77,FALSO,0,curta,laranja,brincalhão,ração úmida,FALSO,FALSO,88
G00342,T2568257584,2025-02-18,,16.0,6.6,36,VERDADEIRO,5,média,cinza,carinhoso,mista,VERDADEIRO,VERDADEIRO,48
G00343,T8442593374,2025-11-11,F,12.0,4.3,41,VERDADEIRO,1,curta,siamês,caçador,ração seca,FALSO,FALSO,61
G00344,T5955865548,2025-08-03,F,8.0,4.2,47,VERDADEIRO,2,média,preto,caçador,ração úmida,VERDADEIRO,VERDADEIRO,70
G00345,T7962847971,2025-09-09,F,11.0,4.6,46,VERDADEIRO,3,média,siamês,,mista,VERDADEIRO,VERDADEIRO,62
G00346,T8543584132,2025-09-14,F,,4.4,51,VERDADEIRO,0,curta,siamês,brincalhão,mista,VERDADEIRO,FALSO,66
G00347,T9477671397,2025-08-09,M,15.0,,58,VERDADEIRO,3,curta,preto,calmo,mista,VERDADEIRO,VERDADEIRO,56
G00348,T1570821393,2025-04-02,M,3.0,2.9,78,VERDADEIRO,0,curta,tigrado,arisco,ração úmida,VERDADEIRO,VERDADEIRO,88
G00349,T8193112689,2025-10-22,M,8.0,4.9,64,FALSO,1,média,branco,calmo,ração úmida,FALSO,FALSO,72
G00350,T7378895333,2025-07-22,,1.0,4.9,100,VERDADEIRO,1,curta,preto,arisco,ração úmida,FALSO,FALSO,92
G00351,T2863230406,2025-07-18,F,8.0,4.2,59,FALSO,3,média,siamês,caçador,ração úmida,VERDADEIRO,VERDADEIRO,70
G00352,T9385320397,2025-04-27,F,2.0,5.5,75,FALSO,1,curta,preto,calmo,ração úmida,FALSO,FALSO,86
G00353,T4637816922,2025-01-04,M,,5.2,61,FALSO,1,curta,cinza,,ração seca,FALSO,FALSO,72
G00354,T8988494747,2025-07-22,M,8.0,6.1,40,VERDADEIRO,3,curta,preto,arisco,ração seca,VERDADEIRO,VERDADEIRO,68
G00355,T6446023341,2025-05-06,,6.0,4.6,53,VERDADEIRO,2,curta,preto,calmo,ração úmida,VERDADEIRO,VERDADEIRO,75
G00356,T5740731518,2025-08-29,M,7.0,5.7,49,VERDADEIRO,2,curta,preto,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,72
G00357,T2435715405,2025-05-14,F,11.0,5.0,52,VERDADEIRO,0,curta,tricolor,calmo,ração seca,VERDADEIRO,FALSO,66
G00358,T9228948618,2025-12-22,M,11.0,6.3,42,FALSO,2,longa,preto,carinhoso,ração seca,VERDADEIRO,FALSO,61
G00359,T6009957166,2025-09-06,F,7.0,4.5,57,VERDADEIRO,0,curta,tricolor,arisco,mista,FALSO,FALSO,75
G00360,T1054831649,2025-06-16,M,8.0,5.5,66,FALSO,1,média,branco,carinhoso,mista,VERDADEIRO,FALSO,72
G00361,T1164560869,2025-09-16,,15.0,5.1,43,VERDADEIRO,3,curta,siamês,brincalhão,ração úmida,VERDADEIRO,VERDADEIRO,54
G00362,T7998693445,2025-08-25,M,,4.5,70,VERDADEIRO,2,média,tricolor,calmo,mista,VERDADEIRO,VERDADEIRO,88
G00363,T2457427180,2025-08-15,F,1.0,4.4,64,VERDADEIRO,0,curta,tigrado,brincalhão,mista,VERDADEIRO,FALSO,88
G00364,T6388645920,2025-07-30,M,1.0,6.2,86,FALSO,3,média,tricolor,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,88
G00365,T7129737657,2025-12-07,M,9.0,,59,VERDADEIRO,2,curta,cinza,caçador,ração seca,VERDADEIRO,VERDADEIRO,70
G00366,T3514290336,2025-04-26,F,5.0,,42,VERDADEIRO,2,curta,tricolor,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,75
G00367,T6123824275,2025-06-07,,11.0,6.3,40,VERDADEIRO,3,curta,branco,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,62
G00368,T3162328713,2025-04-03,M,9.0,6.0,52,VERDADEIRO,0,curta,tigrado,caçador,ração úmida,VERDADEIRO,VERDADEIRO,72
G00369,T9516838846,2025-07-27,M,4.0,4.9,73,VERDADEIRO,2,curta,siamês,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,82
G00370,T8741531407,2025-12-27,M,140.0,3.8,47,VERDADEIRO,1,curta,tricolor,brincalhão,mista,VERDADEIRO,VERDADEIRO,60
G00371,T3592385123,2025-08-11,M,11.0,5.7,48,VERDADEIRO,5,longa,branco,caçador,ração úmida,VERDADEIRO,VERDADEIRO,60
G00372,T5759330418,2025-03-17,F,3.0,2.7,74,VERDADEIRO,3,curta,tricolor,arisco,ração seca,VERDADEIRO,VERDADEIRO,83
G00373,T5505695714,2025-12-03,M,5.0,,62,VERDADEIRO,1,curta,siamês,arisco,mista,VERDADEIRO,FALSO,78
G00374,T9640209321,2025-10-16,F,4.0,4.4,56,FALSO,0,média,siamês,arisco,mista,VERDADEIRO,FALSO,80
G00375,T4546259021,2025-06-10,F,2.0,4.8,66,VERDADEIRO,2,média,tricolor,carinhoso,mista,VERDADEIRO,VERDADEIRO,85
G00376,T6060047991,2025-02-23,M,,4.1,70,FALSO,3,curta,tricolor,brincalhão,mista,FALSO,FALSO,82
G00377,T9358359353,2025-05-27,F,15.0,3.8,33,VERDADEIRO,0,curta,tricolor,carinhoso,mista,FALSO,FALSO,55
G00378,T2465299460,2025-10-21,F,6.0,4.6,36,VERDADEIRO,1,curta,tricolor,brincalhão,ração úmida,VERDADEIRO,FALSO,72
G00379,T5954370429,2025-07-30,F,,4.3,56,VERDADEIRO,0,curta,preto,arisco,mista,VERDADEIRO,VERDADEIRO,80
G00380,T1951056283,2025-03-09,M,10.0,5.0,48,VERDADEIRO,2,curta,tricolor,calmo,ração seca,VERDADEIRO,VERDADEIRO,66
G00381,T6557490386,2025-02-27,M,7.0,5.1,52,VERDADEIRO,3,média,branco,calmo,ração úmida,FALSO,VERDADEIRO,71
G00382,T4291148830,2025-12-20,,15.0,7.4,30,VERDADEIRO,4,média,laranja,arisco,ração seca,VERDADEIRO,VERDADEIRO,50
G00383,T9708724658,2025-06-13,F,11.0,5.4,50,FALSO,2,curta,cinza,calmo,ração seca,VERDADEIRO,VERDADEIRO,64
G00384,T4738682630,2025-09-08,F,6.0,5.2,45,FALSO,1,curta,branco,caçador,ração seca,VERDADEIRO,FALSO,73
G00385,T2225688737,2025-05-12,F,5.0,4.9,41,VERDADEIRO,0,curta,branco,caçador,ração seca,VERDADEIRO,FALSO,76
G00386,T8505999648,2025-02-02,M,17.0,6.5,23,VERDADEIRO,4,curta,preto,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,45
G00387,T8387800222,2025-05-31,F,10.0,4.6,56,VERDADEIRO,2,curta,laranja,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,67
G00388,T7253736575,2025-09-11,M,,4.0,53,VERDADEIRO,4,média,cinza,,ração seca,VERDADEIRO,VERDADEIRO,54
G00389,T7739306216,2025-05-02,F,1.0,3.9,82,VERDADEIRO,0,curta,cinza,brincalhão,mista,VERDADEIRO,FALSO,90
G00390,T3382436959,2025-08-09,M,13.0,6.0,21,VERDADEIRO,2,longa,preto,caçador,ração úmida,VERDADEIRO,VERDADEIRO,56
G00391,T6778481503,2025-06-09,F,9.0,4.0,47,VERDADEIRO,2,curta,tigrado,calmo,ração úmida,VERDADEIRO,VERDADEIRO,68
